Ticker;Industry
SHEL;Oil & Gas Integrated
COP;Oil & Gas Exploration & Production
TTE;Oil & Gas Integrated
ENB;Oil & Gas Midstream
PBR;Oil & Gas Integrated
PBR.A;Oil & Gas Integrated
BP;Oil & Gas Integrated
EOG;Oil & Gas Exploration & Production
EPD;Oil & Gas Midstream
CNQ;Oil & Gas Exploration & Production
WMB;Oil & Gas Midstream
ET;Oil & Gas Midstream
EQNR;Oil & Gas Integrated
OKE;Oil & Gas Midstream
KMI;Oil & Gas Midstream
SLB;Oil & Gas Equipment & Services
PSX;Oil & Gas Refining & Marketing
TRP;Oil & Gas Midstream
MPLX;Oil & Gas Midstream
MPC;Oil & Gas Refining & Marketing
FANG;Oil & Gas Exploration & Production
LNG;Oil & Gas Midstream
SU;Oil & Gas Integrated
OXY;Oil & Gas Exploration & Production
E;Oil & Gas Integrated
HES;Oil & Gas Exploration & Production
VLO;Oil & Gas Refining & Marketing
BKR;Oil & Gas Equipment & Services
TRGP;Oil & Gas Midstream
IMO;Oil & Gas Integrated
TPL;Oil & Gas Exploration & Production
WDS;Oil & Gas Exploration & Production
CQP;Oil & Gas Midstream
CVE;Oil & Gas Integrated
CCJ;Uranium
EQT;Oil & Gas Exploration & Production
HAL;Oil & Gas Equipment & Services
DVN;Oil & Gas Exploration & Production
PBA;Oil & Gas Midstream
EXE;Oil & Gas Exploration & Production
TS;Oil & Gas Equipment & Services
CTRA;Oil & Gas Exploration & Production
YPF;Oil & Gas Integrated
EC;Oil & Gas Integrated
WES;Oil & Gas Midstream
FTI;Oil & Gas Equipment & Services
PAA;Oil & Gas Midstream
PR;Oil & Gas Exploration & Production
OVV;Oil & Gas Exploration & Production
DTM;Oil & Gas Midstream
AR;Oil & Gas Exploration & Production
VNOM;Oil & Gas Midstream
KNTK;Oil & Gas Midstream
APA;Oil & Gas Exploration & Production
RRC;Oil & Gas Exploration & Production
HESM;Oil & Gas Midstream
SUN;Oil & Gas Refining & Marketing
DINO;Oil & Gas Refining & Marketing
CHRD;Oil & Gas Exploration & Production
AM;Oil & Gas Midstream
ENLC;Oil & Gas Midstream
MTDR;Oil & Gas Exploration & Production
NOV;Oil & Gas Equipment & Services
WFRD;Oil & Gas Equipment & Services
NFG;Oil & Gas Integrated
CHX;Oil & Gas Equipment & Services
CNX;Oil & Gas Exploration & Production
CRC;Oil & Gas Exploration & Production
NE;Oil & Gas Drilling
IEP;Oil & Gas Refining & Marketing
VIST;Oil & Gas Exploration & Production
WHD;Oil & Gas Equipment & Services
MGY;Oil & Gas Exploration & Production
SM;Oil & Gas Exploration & Production
NXE;Uranium
CIVI;Oil & Gas Exploration & Production
MUR;Oil & Gas Exploration & Production
LB;Oil & Gas Equipment & Services
TGS;Oil & Gas Integrated
PAGP;Oil & Gas Midstream
GLNG;Oil & Gas Midstream
AROC;Oil & Gas Equipment & Services
CRK;Oil & Gas Exploration & Production
NOG;Oil & Gas Exploration & Production
KGS;Oil & Gas Equipment & Services
PBF;Oil & Gas Refining & Marketing
RIG;Oil & Gas Drilling
CEIX;Thermal Coal
UEC;Uranium
FRO;Oil & Gas Midstream
HP;Oil & Gas Drilling
STR;Oil & Gas Exploration & Production
CRGY;Oil & Gas Integrated
ARLP;Thermal Coal
EE;Oil & Gas Midstream
VAL;Oil & Gas Equipment & Services
UGP;Oil & Gas Refining & Marketing
GPOR;Oil & Gas Exploration & Production
BSM;Oil & Gas Exploration & Production
VRN;Oil & Gas Exploration & Production
PTEN;Oil & Gas Drilling
LBRT;Oil & Gas Equipment & Services
CSAN;Oil & Gas Refining & Marketing
BTU;Thermal Coal
OII;Oil & Gas Equipment & Services
USAC;Oil & Gas Equipment & Services
SDRL;Oil & Gas Drilling
AESI;Oil & Gas Equipment & Services
TDW;Oil & Gas Equipment & Services
STNG;Oil & Gas Midstream
CMBT;Oil & Gas Midstream
DNN;Uranium
BTE;Oil & Gas Exploration & Production
DKL;Oil & Gas Refining & Marketing
CVI;Oil & Gas Refining & Marketing
TRMD;Oil & Gas Midstream
GLP;Oil & Gas Midstream
TALO;Oil & Gas Exploration & Production
INSW;Oil & Gas Midstream
BKV;Oil, Gas & Consumable Fuels
SOC;Oil & Gas Drilling
CLMT;Oil & Gas Exploration & Production
HPK;Oil & Gas Exploration & Production
NEXT;Oil & Gas Exploration & Production
KOS;Oil & Gas Exploration & Production
WTTR;Oil & Gas Equipment & Services
WKC;Oil & Gas Refining & Marketing
SEI;Oil & Gas Equipment & Services
DMLP;Oil & Gas Exploration & Production
MNR;Oil & Gas Exploration & Production
DHT;Oil & Gas Midstream
HLX;Oil & Gas Equipment & Services
KRP;Oil & Gas Exploration & Production
VET;Oil & Gas Exploration & Production
XPRO;Oil & Gas Equipment & Services
NRP;Thermal Coal
TNK;Oil & Gas Midstream
GEL;Oil & Gas Midstream
UUUU;Uranium
ACDC;Oil & Gas Equipment & Services
RES;Oil & Gas Equipment & Services
FLNG;Oil & Gas Midstream
LEU;Uranium
DK;Oil & Gas Refining & Marketing
MRC;Oil & Gas Equipment & Services
VTLE;Oil & Gas Exploration & Production
EFXT;Oil & Gas Equipment & Services
NVGS;Oil & Gas Midstream
VTOL;Oil & Gas Equipment & Services
INVX;Oil & Gas Equipment & Services
LPG;Oil & Gas Midstream
SBR;Oil & Gas Midstream
PARR;Oil & Gas Refining & Marketing
CLB;Oil & Gas Equipment & Services
NESR;Oil & Gas Equipment & Services
PDS;Oil & Gas Drilling
PUMP;Oil & Gas Equipment & Services
BORR;Oil & Gas Drilling
VTS;Oil & Gas Exploration & Production
GRNT;Oil & Gas Exploration & Production
DEC;Oil & Gas Exploration & Production
CAPL;Oil & Gas Refining & Marketing
REPX;Oil & Gas Exploration & Production
TXO;Oil & Gas Exploration & Production
NR;Oil & Gas Equipment & Services
EU;Uranium
NBR;Oil & Gas Drilling
CLNE;Oil & Gas Refining & Marketing
NGL;Oil & Gas Midstream
PBT;Oil & Gas Midstream
GPRK;Oil & Gas Exploration & Production
NAT;Oil & Gas Midstream
NOA;Oil & Gas Equipment & Services
TEN;Oil & Gas Midstream
TK;Oil & Gas Midstream
HNRG;Thermal Coal
TTI;Oil & Gas Equipment & Services
EGY;Oil & Gas Exploration & Production
GFR;Oil & Gas Exploration & Production
URG;Uranium
SD;Oil & Gas Exploration & Production
SGU;Oil & Gas Refining & Marketing
CLCO;Oil & Gas Midstream
SMC;Oil & Gas Midstream
OBE;Oil & Gas Exploration & Production
RNGR;Oil & Gas Equipment & Services
OIS;Oil & Gas Equipment & Services
NGS;Oil & Gas Equipment & Services
PNRG;Oil & Gas Exploration & Production
BRY;Oil & Gas Exploration & Production
UROY;Uranium
REI;Oil & Gas Exploration & Production
WTI;Oil & Gas Exploration & Production
AMPY;Oil & Gas Exploration & Production
GTE;Oil & Gas Exploration & Production
FTK;Oil & Gas Equipment & Services
EP;Oil & Gas Exploration & Production
TBN;Oil & Gas Exploration & Production
NC;Thermal Coal
FET;Oil & Gas Equipment & Services
PROP;Oil & Gas Exploration & Production
SJT;Oil & Gas Exploration & Production
EPM;Oil & Gas Exploration & Production
DLNG;Oil & Gas Midstream
MMLP;Oil & Gas Midstream
KGEI;Oil & Gas Exploration & Production
AMTX;Oil & Gas Refining & Marketing
PHX;Oil & Gas Exploration & Production
BROG;Oil & Gas Midstream
GEOS;Oil & Gas Equipment & Services
EPSN;Oil & Gas Exploration & Production
DTI;Oil & Gas Equipment & Services
PFIE;Oil & Gas Equipment & Services
SLNG;Oil & Gas Integrated
SND;Oil & Gas Equipment & Services
AE;Oil & Gas Refining & Marketing
IMPP;Oil & Gas Midstream
PTLE;Oil & Gas Refining & Marketing
KLXE;Oil & Gas Equipment & Services
VOC;Oil & Gas Exploration & Production
PED;Oil & Gas Exploration & Production
RCON;Oil & Gas Equipment & Services
NCSM;Oil & Gas Equipment & Services
CRT;Oil & Gas Exploration & Production
NINE;Oil & Gas Equipment & Services
BATL;Oil & Gas Exploration & Production
USEG;Oil & Gas Exploration & Production
PVL;Oil & Gas Exploration & Production
VIVK;Oil & Gas Integrated
PRT;Oil & Gas Exploration & Production
DWSN;Oil & Gas Equipment & Services
PXS;Oil & Gas Midstream
NRT;Oil & Gas Exploration & Production
TOPS;Oil & Gas Midstream
INDO;Oil & Gas Exploration & Production
CKX;Oil & Gas Exploration & Production
BANL;Oil & Gas Midstream
MXC;Oil & Gas Exploration & Production
CGBS;Oil & Gas Integrated
SKYQ;Oil & Gas Integrated
HUSA;Oil & Gas Exploration & Production
BPT;Oil & Gas Midstream
BRN;Oil & Gas Exploration & Production
MTR;Oil & Gas Exploration & Production
EONR;Oil & Gas Exploration & Production
MARPS;Oil & Gas Midstream
TPET;Oil & Gas Exploration & Production
BRK.B;Insurance - Diversified
JPM;Banks - Diversified
V;Credit Services
MA;Credit Services
BAC;Banks - Diversified
WFC;Banks - Diversified
BX;Asset Management
AXP;Credit Services
MS;Capital Markets
GS;Capital Markets
RY;Banks - Diversified
HDB;Banks - Regional
HSBC;Banks - Diversified
BLK;Asset Management
SPGI;Financial Data & Stock Exchanges
SCHW;Capital Markets
PGR;Insurance - Property & Casualty
MUFG;Banks - Diversified
C;Banks - Diversified
KKR;Asset Management
CB;Insurance - Property & Casualty
IBN;Banks - Regional
MMC;Insurance Brokers
UBS;Banks - Diversified
SMFG;Banks - Diversified
APO;Asset Management
TD;Banks - Diversified
PYPL;Credit Services
BN;Asset Management
ICE;Financial Data & Stock Exchanges
MCO;Financial Data & Stock Exchanges
CME;Financial Data & Stock Exchanges
PNC;Banks - Regional
USB;Banks - Regional
AON;Insurance Brokers
COIN;Financial Data & Stock Exchanges
IBKR;Capital Markets
BMO;Banks - Diversified
SAN;Banks - Diversified
COF;Credit Services
BNS;Banks - Diversified
AJG;Insurance Brokers
MFG;Banks - Regional
CM;Banks - Diversified
TFC;Banks - Regional
BK;Banks - Diversified
AFL;Insurance - Life
NU;Banks - Regional
BBVA;Banks - Diversified
TRV;Insurance - Property & Casualty
MET;Insurance - Life
MFC;Insurance - Life
ARES;Asset Management
AMP;Asset Management
ALL;Insurance - Property & Casualty
ITUB;Banks - Regional
ING;Banks - Diversified
BCS;Banks - Diversified
MSCI;Financial Data & Stock Exchanges
AIG;Insurance - Diversified
NDAQ;Financial Data & Stock Exchanges
DFS;Credit Services
PRU;Insurance - Life
NWG;Banks - Regional
LYG;Banks - Regional
ACGL;Insurance - Diversified
SLF;Insurance - Diversified
HOOD;Capital Markets
OWL;Asset Management
DB;Banks - Regional
MTB;Banks - Regional
HIG;Insurance - Property & Casualty
RJF;Asset Management
WTW;Insurance Brokers
FITB;Banks - Regional
FCNCA;Banks - Regional
FCNCO;Banks - Regional
TW;Capital Markets
BRO;Insurance Brokers
STT;Asset Management
TROW;Asset Management
SYF;Credit Services
RKT;Mortgage Finance
IX;Financial Conglomerates
HBAN;Banks - Regional
TPG;Asset Management
LPLA;Capital Markets
BAM;Asset Management
CINF;Insurance - Property & Casualty
WRB;Insurance - Property & Casualty
RF;Banks - Regional
MKL;Insurance - Property & Casualty
PUK;Insurance - Life
KB;Banks - Regional
NTRS;Asset Management
ERIE;Insurance Brokers
CBOE;Financial Data & Stock Exchanges
BBD;Banks - Regional
CFG;Banks - Regional
TRU;Financial Data & Stock Exchanges
CG;Asset Management
PFG;Asset Management
L;Insurance - Property & Casualty
KEY;Banks - Regional
RYAN;Insurance - Specialty
NMR;Capital Markets
CRBG;Asset Management
FDS;Financial Data & Stock Exchanges
SHG;Banks - Regional
SOFI;Credit Services
FNF;Insurance - Specialty
JEF;Capital Markets
EG;Insurance - Reinsurance
BSBR;Banks - Regional
BAP;Banks - Regional
MORN;Financial Data & Stock Exchanges
EQH;Insurance - Diversified
ARCC;Asset Management
RNR;Insurance - Reinsurance
EWBC;Banks - Regional
RGA;Insurance - Reinsurance
FUTU;Capital Markets
UNM;Insurance - Life
CNA;Insurance - Property & Casualty
HLI;Capital Markets
KNSL;Insurance - Property & Casualty
EVR;Capital Markets
ALLY;Credit Services
AFG;Insurance - Property & Casualty
BCH;Banks - Regional
BEN;Asset Management
SF;Capital Markets
AIZ;Insurance - Property & Casualty
SEIC;Asset Management
FHN;Banks - Regional
AEG;Insurance - Diversified
BNT;Insurance - Diversified
WBS;Banks - Regional
WAL;Banks - Regional
HLNE;Asset Management
UWMC;Mortgage Finance
PRI;Insurance - Life
PNFP;Banks - Regional
ORI;Insurance - Property & Casualty
CBSH;Banks - Regional
GGAL;Banks - Regional
MKTX;Capital Markets
BSAC;Banks - Regional
WTFC;Banks - Regional
CFR;Banks - Regional
CMA;Banks - Regional
GL;Insurance - Life
ZION;Banks - Regional
SSB;Banks - Regional
IVZ;Asset Management
CIB;Banks - Regional
WF;Banks - Regional
SNV;Banks - Regional
FRHC;Capital Markets
ONB;Banks - Regional
MARA;Capital Markets
RLI;Insurance - Property & Casualty
PB;Banks - Regional
VOYA;Financial Conglomerates
AXS;Insurance - Specialty
BOKF;Banks - Regional
XP;Capital Markets
BPOP;Banks - Regional
JXN;Insurance - Life
JHG;Asset Management
FAF;Insurance - Specialty
STEP;Asset Management
UPST;Credit Services
CADE;Banks - Regional
OMF;Credit Services
PJT;Capital Markets
GBCI;Banks - Regional
COLB;Banks - Regional
MTG;Insurance - Specialty
QFIN;Credit Services
COOP;Mortgage Finance
HOMB;Banks - Regional
UMBF;Banks - Regional
FSK;Asset Management
OBDC;Asset Management
CACC;Credit Services
CRVL;Insurance Brokers
SIGI;Insurance - Property & Casualty
FNB;Banks - Regional
VLY;Banks - Regional
ESNT;Insurance - Specialty
MC;Capital Markets
BMA;Banks - Regional
FG;Insurance - Life
LNC;Insurance - Life
FFIN;Banks - Regional
THG;Insurance - Property & Casualty
AMG;Asset Management
UBSI;Banks - Regional
SLM;Credit Services
VIRT;Capital Markets
DNB;Financial Data & Stock Exchanges
OZK;Banks - Regional
PFSI;Mortgage Finance
BWIN;Insurance Brokers
PIPR;Capital Markets
ACT;Insurance - Specialty
SFBS;Banks - Regional
CNS;Asset Management
HWC;Banks - Regional
RDN;Insurance - Specialty
LAZ;Capital Markets
WTM;Insurance - Property & Casualty
MAIN;Asset Management
FCFS;Credit Services
ESGR;Insurance - Diversified
ABCB;Banks - Regional
FLG;Banks - Regional
AX;Banks - Regional
AGO;Insurance - Specialty
GSHD;Insurance - Diversified
IBOC;Banks - Regional
KMPR;Insurance - Property & Casualty
BGC;Capital Markets
AUB;Banks - Regional
VCTR;Asset Management
BANF;Banks - Regional
ASB;Banks - Regional
MCY;Insurance - Property & Casualty
UCB;Banks - Regional
AB;Asset Management
CLSK;Capital Markets
CNO;Insurance - Life
GBDC;Asset Management
TCBI;Banks - Regional
NNI;Credit Services
APAM;Asset Management
RIOT;Capital Markets
FULT;Banks - Regional
HGTY;Insurance - Property & Casualty
TFSL;Banks - Regional
WU;Credit Services
BBAR;Banks - Regional
WD;Mortgage Finance
EBC;Banks - Regional
CATY;Banks - Regional
FIBK;Banks - Regional
CBU;Banks - Regional
WSFS;Banks - Regional
FHB;Banks - Regional
FBP;Banks - Regional
IFS;Banks - Regional
FHI;Asset Management
SNEX;Capital Markets
CVBF;Banks - Regional
BFH;Credit Services
LMND;Insurance - Property & Casualty
IREN;Capital Markets
GNW;Insurance - Life
BKU;Banks - Regional
HTGC;Asset Management
PRK;Banks - Regional
SFNC;Banks - Regional
INDB;Banks - Regional
BOH;Banks - Regional
BHF;Insurance - Life
NMIH;Insurance - Specialty
WAFD;Banks - Regional
BUR;Asset Management
HTLF;Banks - Regional
BANC;Banks - Regional
PLMR;Insurance - Property & Casualty
WULF;Capital Markets
FFBC;Banks - Regional
IBTX;Banks - Regional
TOWN;Banks - Regional
ENVA;Credit Services
PFS;Banks - Regional
TBBK;Banks - Regional
PPBI;Banks - Regional
FBK;Banks - Regional
HUT;Capital Markets
SPNT;Insurance - Reinsurance
BANR;Banks - Regional
LU;Credit Services
SBCF;Banks - Regional
FRME;Banks - Regional
AVAL;Banks - Regional
TFIN;Banks - Regional
WSBC;Banks - Regional
RNST;Banks - Regional
NBTB;Banks - Regional
TRMK;Banks - Regional
GCMG;Asset Management
AGM;Credit Services
SYBT;Banks - Regional
TRUP;Insurance - Specialty
CIFR;Capital Markets
AGM.A;Credit Services
MRX;Capital Markets
PWP;Capital Markets
EFSC;Banks - Regional
FIHL;Insurance - Diversified
STC;Insurance - Property & Casualty
HTH;Banks - Regional
LOB;Banks - Regional
LION;Shell Companies
SKWD;Insurance - Property & Casualty
OFG;Banks - Regional
CASH;Banks - Regional
FBNC;Banks - Regional
TSLX;Asset Management
BBUC;Asset Management
HG;Insurance - Reinsurance
PSEC;Asset Management
SEZL;Credit Services
INTR;Banks - Regional
CHCO;Banks - Regional
PAX;Asset Management
FCF;Banks - Regional
LKFN;Banks - Regional
FINV;Credit Services
NWBI;Banks - Regional
CLBK;Banks - Regional
NBHC;Banks - Regional
OBDE;Asset Management
MBIN;Banks - Regional
TWFG;Insurance Brokers
LC;Banks - Regional
VRTS;Asset Management
SASR;Banks - Regional
HMN;Insurance - Property & Casualty
CUBI;Banks - Regional
NIC;Banks - Regional
NTB;Banks - Diversified
STEL;Banks - Regional
STBA;Banks - Regional
VBTX;Banks - Regional
HOPE;Banks - Regional
NAVI;Credit Services
TCBK;Banks - Regional
WT;Asset Management
DCOM;Banks - Regional
SRCE;Banks - Regional
WABC;Banks - Regional
GSBD;Asset Management
BUSE;Banks - Regional
QCRH;Banks - Regional
TIGR;Capital Markets
RBCAA;Banks - Regional
PX;Asset Management
BY;Banks - Regional
ROOT;Insurance - Property & Casualty
OCSL;Asset Management
GABC;Banks - Regional
CET;Asset Management
MFIC;Asset Management
BLX;Banks - Regional
EIG;Insurance - Specialty
BHLB;Banks - Regional
NMFC;Asset Management
SAFT;Insurance - Property & Casualty
PFBC;Banks - Regional
HCI;Insurance - Property & Casualty
PEBO;Banks - Regional
OCFC;Banks - Regional
BOW;Insurance - Property & Casualty
ECPG;Mortgage Finance
FSUN;Banks - Regional
FBMS;Banks - Regional
BSIG;Asset Management
SUPV;Banks - Regional
BRDG;Asset Management
OBK;Banks - Regional
BRKL;Banks - Regional
BCSF;Asset Management
TMP;Banks - Regional
IGIC;Insurance - Diversified
SII;Asset Management
CSWC;Asset Management
AMAL;Banks - Regional
BITF;Capital Markets
MTAL;Shell Companies
SBSI;Banks - Regional
BFC;Banks - Regional
AMTB;Banks - Regional
CTBI;Banks - Regional
BBDC;Asset Management
BHRB;Banks - Regional
CNOB;Banks - Regional
AMSF;Insurance - Specialty
CCB;Banks - Regional
PFC;Banks - Regional
LX;Credit Services
FMBH;Banks - Regional
FUFU;Capital Markets
NCDL;Asset Management
PFLT;Asset Management
UVSP;Banks - Regional
SLRC;Asset Management
ATLC;Credit Services
CGBD;Asset Management
HFWA;Banks - Regional
EGBN;Banks - Regional
MCBS;Banks - Regional
NOAH;Asset Management
PRA;Insurance - Property & Casualty
CFFN;Banks - Regional
CFB;Banks - Regional
BFST;Banks - Regional
CPF;Banks - Regional
TRIN;Asset Management
NBBK;Banks - Regional
FCBC;Banks - Regional
GHLD;Mortgage Finance
OSBC;Banks - Regional
EQBK;Banks - Regional
PRAA;Credit Services
NBN;Banks - Regional
MBWM;Banks - Regional
TIPT;Insurance - Specialty
TCPC;Asset Management
IBCP;Banks - Regional
UFCS;Insurance - Property & Casualty
AC;Asset Management
HBNC;Banks - Regional
HAFC;Banks - Regional
ORRF;Banks - Regional
GSBC;Banks - Regional
HBT;Banks - Regional
ABL;Insurance - Life
SMBC;Banks - Regional
LPRO;Credit Services
MCB;Banks - Regional
FDUS;Asset Management
CCAP;Asset Management
LDI;Mortgage Finance
HIPO;Insurance - Property & Casualty
FSBC;Banks - Regional
TRST;Banks - Regional
AMRK;Capital Markets
MOFG;Banks - Regional
VINP;Asset Management
VEL;Mortgage Finance
AACT;Shell Companies
CAC;Banks - Regional
BTBT;Capital Markets
EZPW;Credit Services
ACIC;Insurance - Property & Casualty
CCBG;Banks - Regional
ALTI;Asset Management
WRLD;Credit Services
OPY;Capital Markets
FFWM;Banks - Regional
HTBK;Banks - Regional
PGC;Banks - Regional
HTBI;Banks - Regional
WASH;Banks - Regional
SPFI;Banks - Regional
CION;Asset Management
GDOT;Credit Services
UVE;Insurance - Property & Casualty
HIFS;Banks - Regional
GLAD;Asset Management
ESQ;Banks - Regional
MPB;Banks - Regional
SMBK;Banks - Regional
FMNB;Banks - Regional
AMBC;Insurance - Specialty
THFF;Banks - Regional
MSBI;Banks - Regional
OPFI;Credit Services
HIVE;Capital Markets
CCNE;Banks - Regional
SHBI;Banks - Regional
QD;Credit Services
BCAL;Banks - Regional
INV;Asset Management
NFBK;Banks - Regional
DGICA;Insurance - Property & Casualty
ALRS;Banks - Regional
PFIS;Banks - Regional
CRD.A;Insurance Brokers
DGICB;Insurance - Property & Casualty
HONE;Banks - Regional
BHB;Banks - Regional
CRD.B;Insurance Brokers
EBTC;Banks - Regional
AROW;Banks - Regional
GCBC;Banks - Regional
PSBD;Asset Management
GLRE;Insurance - Reinsurance
TREE;Financial Conglomerates
SLQT;Insurance Brokers
GAIN;Asset Management
GBLI;Insurance - Property & Casualty
ITIC;Insurance - Specialty
FFIC;Banks - Regional
KRNY;Banks - Regional
CBNK;Banks - Regional
TYG;Asset Management
VALU;Financial Data & Stock Exchanges
TCBX;Banks - Regional
NRIM;Banks - Regional
VBNK;Banks - Regional
UNTY;Banks - Regional
PNNT;Asset Management
ANSC;Shell Companies
YRD;Credit Services
DHIL;Asset Management
BSRR;Banks - Regional
AAM;Shell Companies
EQV;Shell Companies
FMAO;Banks - Regional
CARE;Banks - Regional
WDH;Insurance - Diversified
BSVN;Banks - Regional
MFH;Capital Markets
GNTY;Banks - Regional
FISI;Banks - Regional
BWB;Banks - Regional
RBB;Banks - Regional
CWBC;Banks - Regional
NETD;Shell Companies
FBIZ;Banks - Regional
ASA;Asset Management
WALD;Shell Companies
HBCP;Banks - Regional
ACNB;Banks - Regional
RWAY;Credit Services
RRBI;Banks - Regional
WTBA;Banks - Regional
BMRC;Banks - Regional
USCB;Banks - Regional
XYF;Credit Services
CCIX;Shell Companies
NEWT;Banks - Regional
SCM;Asset Management
FRBA;Banks - Regional
PMTS;Credit Services
GPAT;Shell Companies
ALF;Shell Companies
MBAV;Shell Companies
SSBK;Banks - Regional
SFST;Banks - Regional
HRZN;Asset Management
INBK;Banks - Regional
CIVB;Banks - Regional
FSBW;Banks - Regional
RM;Credit Services
NODK;Insurance - Property & Casualty
HRTG;Insurance - Property & Casualty
CZFS;Banks - Regional
SAR;Asset Management
COFS;Banks - Regional
OBT;Banks - Regional
GIG;Shell Companies
TPVG;Asset Management
NECB;Banks - Regional
BCML;Banks - Regional
JMSB;Banks - Regional
MBI;Insurance - Specialty
FLIC;Banks - Regional
HYAC;Shell Companies
VACH;Shell Companies
FNLC;Banks - Regional
CCIR;Shell Companies
CZNC;Banks - Regional
PCB;Banks - Regional
FDBC;Banks - Regional
CUB;Shell Companies
CBAN;Banks - Regional
SIMA;Shell Companies
FRST;Banks - Regional
SNFCA;Mortgage Finance
BEAG;Shell Companies
PBFS;Banks - Regional
ALDF;Shell Companies
BRBS;Banks - Regional
POLE;Shell Companies
VCIC;Shell Companies
PDLB;Banks - Regional
PLBC;Banks - Regional
LIEN;Asset Management
LNKB;Banks - Regional
GRAF;Shell Companies
HOND;Shell Companies
LPBB;Shell Companies
MVBF;Banks - Regional
LPAA;Shell Companies
WSBF;Banks - Regional
PKBK;Banks - Regional
GHI;Mortgage Finance
TSBK;Banks - Regional
ONIT;Mortgage Finance
BPRN;Banks - Regional
OVLY;Banks - Regional
CHMG;Banks - Regional
GSRT;Shell Companies
OPBK;Banks - Regional
FVCB;Banks - Regional
CFFI;Banks - Regional
PWOD;Banks - Regional
SBT;Banks - Regional
BWFG;Banks - Regional
BACQ;Shell Companies
SAMG;Asset Management
MBCN;Banks - Regional
GOCO;Insurance Brokers
WHF;Asset Management
FBLA;Banks - Regional
HLXB;Shell Companies
LCNB;Banks - Regional
NWFL;Banks - Regional
EVBN;Banks - Regional
CLBR;Shell Companies
FINW;Banks - Regional
OACC;Shell Companies
FUNC;Banks - Regional
ISTR;Banks - Regional
CPSS;Credit Services
FXNC;Banks - Regional
VABK;Banks - Regional
HWBK;Banks - Regional
BLFY;Banks - Regional
FRGE;Capital Markets
FOA;Credit Services
HMST;Banks - Regional
BCBP;Banks - Regional
HUIZ;Insurance Brokers
MACI;Shell Companies
KVAC;Shell Companies
CIA;Insurance - Life
NTWO;Shell Companies
MFIN;Credit Services
IVCB;Shell Companies
FFNW;Banks - Regional
SBXD;Shell Companies
MYFW;Banks - Regional
FSFG;Banks - Regional
SWKH;Asset Management
EARN;Asset Management
BVFL;Banks - Regional
FCCO;Banks - Regional
KINS;Insurance - Property & Casualty
ESSA;Banks - Regional
WNEB;Banks - Regional
BETR;Mortgage Finance
NKSH;Banks - Regional
PVBC;Banks - Regional
BSII;Shell Companies
MRBK;Banks - Regional
JRVR;Insurance - Specialty
MRCC;Asset Management
CFBK;Banks - Regional
FACT;Shell Companies
OXSQ;Asset Management
HNVR;Banks - Regional
UBFO;Banks - Regional
MKTW;Financial Data & Stock Exchanges
BRKH;Shell Companies
CBNA;Banks - Diversified
SKGR;Shell Companies
SPKL;Shell Companies
SPPP;Asset Management
CBFV;Banks - Regional
EHTH;Insurance Brokers
BFIN;Banks - Regional
CZWI;Banks - Regional
PEBK;Banks - Regional
FGBI;Banks - Regional
UNB;Banks - Regional
NCTY;Capital Markets
EVE;Shell Companies
FLD;Shell Companies
IBAC;Shell Companies
RILY;Financial Conglomerates
MHLD;Insurance - Reinsurance
ESHA;Shell Companies
ATLO;Banks - Regional
PTMN;Asset Management
HCVI;Shell Companies
RFAI;Shell Companies
RENE;Shell Companies
WLAC;Shell Companies
FRAF;Banks - Regional
RMBI;Banks - Regional
BANX;Asset Management
SBFG;Banks - Regional
ISRL;Shell Companies
OPRT;Credit Services
MNSB;Banks - Regional
SSSS;Asset Management
ECBK;Banks - Regional
LARK;Banks - Regional
AFBI;Banks - Regional
BFAC;Shell Companies
SFBC;Banks - Regional
EBMT;Banks - Regional
FNWD;Banks - Regional
CEP;Shell Companies
GATE;Shell Companies
WHG;Asset Management
THCP;Shell Companies
ATEK;Shell Companies
OVBC;Banks - Regional
SIEB;Capital Markets
RVSB;Banks - Regional
CHEB;Shell Companies
OPOF;Banks - Regional
VBFC;Banks - Regional
CFFS;Shell Companies
OFS;Asset Management
PLMJ;Shell Companies
APXI;Shell Companies
BTM;Capital Markets
PCSC;Shell Companies
IPXX;Shell Companies
BCOW;Banks - Regional
SVII;Shell Companies
TLGY;Shell Companies
PROV;Banks - Regional
WMPN;Banks - Regional
CHAR;Shell Companies
SRL;Capital Markets
CSLM;Shell Companies
GECC;Asset Management
SPHA;Shell Companies
PPYA;Shell Companies
RBKB;Banks - Regional
PBHC;Banks - Regional
TAVI;Shell Companies
BSBK;Banks - Regional
FCAP;Banks - Regional
SRBK;Banks - Regional
BOWN;Shell Companies
AFJK;Shell Companies
GLAC;Shell Companies
HNNA;Asset Management
EVGR;Shell Companies
PFX;Asset Management
FNWB;Banks - Regional
QETA;Shell Companies
MGYR;Banks - Regional
CITE;Shell Companies
DYCQ;Shell Companies
IVCA;Shell Companies
BKHA;Shell Companies
TBNK;Banks - Regional
IROH;Shell Companies
SDIG;Capital Markets
FSHP;Shell Companies
DTSQ;Shell Companies
HSPO;Shell Companies
PWUP;Shell Companies
HPH;Asset Management
BYNO;Shell Companies
PFTA;Shell Companies
WEL;Shell Companies
VMCA;Shell Companies
AITR;Shell Companies
UBCP;Banks - Regional
AMTD;Asset Management
AUBN;Banks - Regional
HSPT;Shell Companies
PRLH;Shell Companies
